,index,facility_id,Longitude,Latitude
1527,19413,7636911,-94.307,39.232
1528,19509,769911,-80.938,26.735
1529,19588,13577611,-92.19,38.573
1530,19612,6703911,-96.729,42.276
1531,19617,6703511,-96.862,42.269
1532,19635,16592211,-82.431,28.582
1533,19686,6830411,-100.515,40.631
1534,19704,7631011,-95.968,41.171
1535,19729,7644211,-96.612,41.212
1536,19763,4288311,-81.497,27.579
1537,19790,6712511,-101.538,40.044
1538,19796,6713411,-98.955,40.095
1539,19807,7627611,-97.791,42.35
1540,19813,14493311,-97.291,41.423
1541,19855,591611,-80.126,26.086
1542,20206,7869811,-71.767,42.221
1543,20213,6637711,-71.853,42.543
1544,20227,7575311,-97.091,42.431
1545,20234,7326011,-93.502,39.351
1546,20338,8127611,-70.788,41.802
1547,20395,12691411,-89.021,42.706
1548,20403,7660311,-89.113,42.833
1549,20408,7297211,-93.564,39.783
1550,20433,6698811,-92.468,39.738
1551,20437,7887011,-71.108,42.337
1552,20529,4032711,-71.03,42.34
1553,20618,17129011,-103.322,32.971
1554,20679,9018111,-89.424,43.075
1555,20687,2560011,-85.521,30.266
1556,20769,8167211,-70.98,42.448
1557,20776,5090111,-70.927,42.542
1558,20791,6521911,-70.87,42.698
1559,20812,8142011,-71.124,42.765
1560,20816,7947211,-71.122,42.726
1561,20997,6983111,-111.619,40.176
1562,21119,12626311,-122.434,48.448
1563,21208,6056111,-84.617,41.907
1564,21363,6164811,-117.915,48.548
1565,21489,1673711,-122.278,40.431
1566,21768,7490811,-88.801,30.884
1567,22077,1609911,-119.183,34.145
1568,22100,5705911,-119.138,34.207
1569,22355,1978311,-121.739,38.692
1570,22553,16015611,-118.618,34.435
1571,22565,5786011,-118.016,34.028
1572,22717,754611,-72.067,41.475
1573,22794,16708111,-72.042,41.553
1574,22892,353611,-122.218,38.056
1575,22899,15748811,-121.941,38.007
1576,22911,203111,-122.068,38.022
1577,22923,5812811,-122.237,38.018
1578,22952,4197011,-118.961,35.441
1579,22967,4196911,-119.075,35.547
1580,23026,4197111,-119.006,35.577
1581,23032,3945411,-118.985,35.452
1582,23092,5813711,-119.04,35.516
1583,23126,13847911,-119.568,35.195
1584,23142,14108911,-119.03,35.509
1585,23176,5815411,-119.052,35.747
1586,23190,13890611,-119.667,35.313
1587,23207,410111,-119.046,35.501
1588,23241,412511,-119.03,35.484
1589,23258,424911,-119.011,35.417
1590,23275,5813511,-117.7,35.035
1591,23288,456011,-119.009,35.496
1592,23305,458111,-118.927,35.419
1593,23322,492111,-119.395,35.098
1594,23385,4198711,-120.267,40.371
1595,23392,53211,-121.018,40.297
1596,23422,6416311,-84.956,42.263
1597,23566,7131711,-94.344,38.264
1598,23614,6356811,-85.426,41.799
1599,24314,1600811,-119.9,34.431
1600,24530,14174111,-121.968,37.4
1601,24536,14114311,-121.942,37.368
1602,24563,1626311,-122.176,37.429
1603,24575,5821211,-83.976,42.068
1604,24637,1224911,-121.116,37.731
1605,24654,1310511,-121.301,38.147
1606,24670,5737411,-83.42,44.681
1607,25282,16708411,-73.121,41.776
1608,25290,16712111,-73.116,41.799
1609,25346,8317511,-105.388,44.287
1610,25377,124511,-121.605,39.516
1611,25646,4171511,-83.896,43.583
1612,25746,4140111,-83.9,43.595
1613,25836,348711,-120.099,36.617
1614,25842,10437111,-120.58,36.655
1615,25866,10436611,-120.584,36.656
1616,25900,14025511,-119.579,36.547
1617,25917,5815911,-120.357,36.746
1618,25929,3945911,-120.928,37.636
1619,25963,5704811,-120.905,37.497
1620,26122,6647111,-117.505,47.626
1621,26357,15776111,-116.088,33.586
1622,26405,765911,-122.211,40.151
1623,26453,12618611,-122.368,47.082
1624,26479,4880911,-122.427,47.266
1625,26611,3270311,-121.236,40.312
1626,26646,5984511,-83.017,43.794
1627,27873,7087311,-86.237,43.058
1628,28339,6348411,-86.008,42.815
1629,28430,593911,-117.099,33.119
1630,28445,592411,-117.135,32.834
1631,28490,13562011,-117.12,33.128
1632,29044,16708311,-72.794,41.293
1633,29084,10707511,-122.259,37.87
1634,29133,2722511,-73.598,41.029
1635,29157,754411,-73.208,41.162
1636,29255,7569011,-112.124,40.699
1637,29269,7559011,-111.894,40.665
1638,29304,6983311,-111.73,40.061
1639,29339,5382011,-92.675,43.053
1640,29382,4391611,-104.817,38.881
1641,29400,3551311,-104.774,40.1
1642,29415,933911,-96.136,35.324
1643,29478,5067311,-111.885,40.885
1644,29485,1342411,-105.269,40.007
1645,29538,1685411,-105.017,39.737
1646,29684,3163711,-93.62,41.59
1647,29827,2136511,-105.895,37.46
1648,30187,16810211,-75.446,38.589
1649,30434,1013311,-114.654,32.729
1650,30440,4229911,-102.615,38.09
1651,30447,4368111,-104.615,38.267
1652,30453,9067811,-111.425,40.503
1653,30502,3925111,-91.564,41.672
1654,30530,6987011,-113.568,37.098
1655,30616,3834311,-105.226,39.858
1656,30668,15474111,-93.562,41.36
1657,30712,5066411,-110.383,39.548
1658,30726,16812111,-75.728,39.041
1659,30924,4758811,-79.559,34.152
1660,31443,6584511,-96.343,30.618
1661,31763,8135811,-75.535,35.267
1662,32057,6169011,-93.537,47.234
1663,32081,8124311,-77.753,36.038
1664,32206,6454411,-95.052,45.121
1665,32587,4942411,-95.399,29.703
1666,32667,5862111,-97.596,27.811
1667,32670,4929511,-97.821,27.57
1668,32676,5746611,-97.245,27.883
1669,32705,7626711,-94.35,44.889
1670,32816,7623111,-94.008,44.197
1671,32941,7744711,-86.36,40.759
1672,33104,8220011,-74.767,40.163
1673,33277,7224911,-86.914,38.4
1674,33387,4897811,-95.342,28.98
1675,33603,7147311,-93.097,44.943
1676,33633,7175611,-95.113,44.533
1677,33904,4966111,-76.866,39.87
1678,34156,8224711,-86.906,40.049
1679,34176,7149811,-92.461,44.028
1680,34178,8483411,-92.433,44.026
1681,34513,6606011,-85.702,38.28
1682,34746,5270711,-108.427,45.808
1683,34774,7074811,-92.972,45.805
1684,34853,3040211,-71.67,42.01
1685,34856,5486911,-71.404,41.817
1686,34859,3073211,-71.519,41.802
1687,34870,6190211,-94.144,45.573
1688,34914,15625011,-101.844,33.866
1689,34974,7737111,-92.078,33.62
1690,35102,7719011,-77.456,39.201
1691,35505,7151411,-95.603,45.314
1692,35756,10631811,-79.742,34.84
1693,36360,8506911,-80.377,35.714
1694,36506,3930211,-99.092,28.93
1695,36587,6136011,-94.624,43.986
1696,37090,14662211,-80.196,35.365
1697,37111,13441911,-80.152,35.407
1698,37143,8181711,-85.82,40.79
1699,37170,7019511,-94.01,45.229
1700,37397,4846511,-94.375,32.578
1701,37417,5655811,-101.433,35.667
1702,37432,4945211,-93.929,29.964
1703,37441,6445411,-93.884,29.954
1704,37444,5611511,-93.972,29.865
1705,37453,6158311,-93.952,29.979
1706,37480,6382211,-101.886,33.585
1707,37483,16870811,-94.436,30.749
1708,37501,5127311,-98.589,33.863
1709,37510,6435511,-76.564,39.298
1710,38562,7854911,-106.655,45.975
1711,38610,3748611,-75.059,41.061
1712,38641,3692211,-75.619,40.235
1713,38768,8312611,-75.98,35.109
1714,39442,5154811,-76.509,39.422
1715,39645,7011011,-94.457,44.316
1716,39850,7398611,-105.795,46.411
1717,40065,7003611,-93.821,44.905
1718,40129,8219211,-123.414,43.09
1719,40293,7744611,-86.19,39.734
1720,40453,10613311,-97.096,47.404
1721,40517,7002411,-92.962,43.702
1722,40624,6274511,-92.516,44.569
1723,41118,4878711,-80.854,39.747
1724,41176,8482211,-93.279,44.984
1725,41362,4912511,-86.912,40.417
1726,41675,7148211,-95.611,43.633
1727,42022,5846511,-96.769,28.51
1728,42031,5633411,-96.54,28.649
1729,42041,10504211,-92.832,34.429
1730,42351,8438211,-79.062,35.907
1731,42432,6236811,-92.541,47.522
1732,42434,6236711,-92.935,47.429
1733,42568,16000011,-93.539,44.795
1734,42713,16600711,-80.506,34.986
1735,42762,6581211,-76.645,40.072
1736,42899,3857011,-75.908,40.306
1737,42917,12791811,-75.814,40.274
1738,43030,14496011,-112.876,46.106
1739,43426,4691211,-87.173,41.632
1740,43541,14749111,-94.74,31.369
1741,43574,10616211,-79.922,34.968
1742,44216,1091311,-91.535,34.513
1743,48761,9048311,-123.774,46.97
1744,50150,4148011,-87.512,39.393
1745,50694,6429211,-97.868,26.271
